ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
1237_A965,Al2O3,134.8,Thermal Evaporation,Quartz,2.24,1.77,3.07,65.731042,82.83,Solar Cells,S19
2468_A966,Graphene,37.3,CVD,PET,1.63,4.04,3.0,3.605959,92.1,Sensors,S23
648_A967,Al2O3,135.5,ALD,Glass,2.42,1.65,3.64,50.767671,80.37,Transparent Conductors,S11
1126_A968,SnO2,108.0,CVD,Quartz,2.94,3.67,4.27,58.119275,81.76,Transparent Conductors,S11
1111_A969,MoS2,74.2,Sputtering,Silicon Wafer,1.78,1.91,2.91,17.14271,81.4,Transparent Conductors,S12
2651_A970,ITO,95.8,Sputtering,Quartz,2.01,2.94,2.91,28.779216,81.67,Solar Cells,S1
1941_A971,ITO,62.8,ALD,PET,2.22,2.57,3.95,96.354002,88.47,Sensors,S9
539_A972,Graphene,77.2,CVD,Glass,1.88,3.18,4.06,51.334565,91.48,Transparent Conductors,S14
1049_A973,ZnO,118.4,ALD,Quartz,2.12,2.27,3.5,16.546763,83.67,Solar Cells,S1
2984_A974,SnO2,138.5,CVD,Glass,2.58,1.54,4.84,55.240272,83.23,Optoelectronics,S13
2376_A975,SiO2,134.8,Thermal Evaporation,Quartz,1.67,2.94,3.89,48.436672,90.59,Transparent Conductors,S18
2210_A976,TiO2,104.0,Spin Coating,Silicon Wafer,2.13,1.46,2.27,16.749704,73.22,Optoelectronics,S12
2339_A977,SnO2,88.3,CVD,Glass,2.73,1.65,0.88,73.434365,77.02,Optoelectronics,S9
2163_A978,ITO,114.1,Spin Coating,PET,2.23,2.82,2.71,13.72294,73.59,Transparent Conductors,S12
802_A979,SiO2,106.4,CVD,Quartz,1.73,2.24,3.55,5.464712,78.44,Sensors,S15
787_A980,Graphene,120.4,ALD,Silicon Wafer,1.53,1.66,1.52,6.193395,81.46,Sensors,S9
2695_A981,ITO,144.2,Sputtering,Quartz,2.7,1.08,3.55,40.402607,88.41,Optoelectronics,S6
2041_A982,ZnO,75.5,Spin Coating,PET,2.61,2.48,2.47,76.021724,72.2,Optoelectronics,S25
789_A983,ITO,132.3,Sputtering,Silicon Wafer,2.11,3.49,0.75,18.672026,71.99,Solar Cells,S25
2184_A984,SnO2,103.1,Thermal Evaporation,Silicon Wafer,2.86,1.19,2.23,40.450433,87.38,Optoelectronics,S8
2469_A985,Al2O3,145.8,ALD,PET,2.79,2.93,1.66,65.61961,74.22,Transparent Conductors,S5
2014_A986,ZnO,115.2,ALD,Quartz,2.07,1.45,1.85,23.432751,83.53,Solar Cells,S6
715_A987,SnO2,103.4,Sputtering,Quartz,2.18,2.19,2.57,24.945997,81.26,Transparent Conductors,S25
804_A988,Graphene,119.0,Sputtering,PET,2.96,2.36,2.46,90.396722,90.72,Sensors,S18
2009_A989,SnO2,70.1,ALD,Quartz,2.92,1.04,2.9,32.317437,80.38,Optoelectronics,S5
2762_A990,ZnO,108.9,ALD,Glass,2.98,3.96,1.92,22.613318,94.63,Optoelectronics,S5
124_A991,ITO,118.9,Spin Coating,Quartz,2.16,3.35,1.84,85.881345,73.28,Transparent Conductors,S14
1809_A992,Graphene,109.3,Sputtering,Quartz,1.7,1.31,0.66,73.167311,76.49,Solar Cells,S24
2287_A993,TiO2,83.4,Thermal Evaporation,PET,1.65,1.08,1.62,93.794411,74.61,Optoelectronics,S20
2148_A994,SnO2,146.6,CVD,Quartz,2.2,1.05,4.08,36.713402,77.41,Optoelectronics,S20
619_A995,ZnO,97.7,Spin Coating,PET,1.82,3.89,4.92,96.4713,75.48,Sensors,S25
407_A996,Graphene,108.0,CVD,PET,2.44,2.08,1.8,95.404445,94.58,Optoelectronics,S19
1158_A997,ITO,143.9,Sputtering,Silicon Wafer,1.68,2.59,1.26,50.086681,87.95,Solar Cells,S7
1069_A998,ITO,101.7,Sputtering,Silicon Wafer,2.19,2.78,1.43,24.594245,74.03,Solar Cells,S2
1134_A999,MoS2,97.1,Thermal Evaporation,PET,1.51,3.46,2.82,101.109455,71.52,Optoelectronics,S7
2906_A1000,ITO,68.9,ALD,PET,2.06,3.87,3.68,10.648059,83.03,Optoelectronics,S3
498_A1001,ZnO,65.2,Thermal Evaporation,Glass,2.91,2.74,2.6,26.552758,90.18,Sensors,S20
1062_A1002,SiO2,100.9,CVD,Silicon Wafer,1.71,1.15,2.36,91.65539,85.93,Optoelectronics,S24
326_A1003,TiO2,113.4,Spin Coating,Silicon Wafer,2.52,1.24,4.42,46.879007,71.18,Sensors,S25
343_A1004,SiO2,72.4,Spin Coating,Silicon Wafer,3.02,1.71,3.22,10.900854,73.43,Sensors,S17
2357_A1005,ZnO,74.0,Spin Coating,Glass,2.15,1.42,2.61,23.438808,85.51,Solar Cells,S23
2267_A1006,TiO2,131.2,Spin Coating,Quartz,1.63,3.42,4.37,6.067176,76.46,Optoelectronics,S17
783_A1007,Al2O3,112.5,Thermal Evaporation,Glass,1.8,3.91,4.56,21.679757,83.56,Optoelectronics,S9
2368_A1008,ITO,113.4,ALD,Glass,2.11,2.62,2.29,68.407469,70.42,Solar Cells,S15
300_A1009,ITO,104.9,Thermal Evaporation,Glass,2.74,3.08,2.91,58.773694,87.95,Solar Cells,S20
1462_A1010,TiO2,109.1,Thermal Evaporation,Glass,1.59,3.18,0.66,91.967926,79.01,Solar Cells,S17
2374_A1011,SiO2,131.5,Sputtering,PET,1.9,2.68,4.23,64.751482,84.54,Optoelectronics,S13
304_A1012,MoS2,67.6,Sputtering,Glass,1.79,2.44,3.97,82.377404,92.57,Transparent Conductors,S10
1238_A1013,SnO2,77.0,ALD,Glass,2.74,3.35,3.42,3.99237,81.31,Solar Cells,S18
2572_A1014,MoS2,54.7,CVD,Quartz,1.9,3.77,4.93,87.471409,92.08,Transparent Conductors,S12
1657_A1015,ZnO,125.0,Thermal Evaporation,PET,2.81,3.43,4.33,99.959553,92.33,Optoelectronics,S21
665_A1016,TiO2,94.1,ALD,PET,2.82,2.61,1.37,26.732299,82.4,Sensors,S11
1691_A1017,Al2O3,110.1,Thermal Evaporation,PET,2.68,3.57,4.66,89.393852,81.41,Transparent Conductors,S7
221_A1018,Graphene,2.9,ALD,Glass,2.72,2.47,4.65,105.373575,78.82,Sensors,S20
1627_A1019,Al2O3,123.5,Spin Coating,Glass,2.38,1.98,0.9,91.164136,75.32,Solar Cells,S25
1189_A1020,TiO2,100.9,Sputtering,Glass,2.92,1.06,5.07,23.080954,73.35,Optoelectronics,S24
1456_A1021,SnO2,120.6,Thermal Evaporation,Silicon Wafer,1.8,1.88,3.73,49.001968,83.54,Solar Cells,S8
450_A1022,Al2O3,91.4,ALD,Glass,2.12,1.85,3.77,44.779522,75.23,Solar Cells,S12
2003_A1023,Graphene,105.6,Spin Coating,PET,2.89,1.96,1.84,54.505388,86.9,Solar Cells,S10
2617_A1024,MoS2,147.2,Spin Coating,PET,2.6,1.8,2.05,13.311942,93.24,Sensors,S21
85_A1025,MoS2,89.6,Spin Coating,Glass,1.66,1.95,0.81,23.174738,76.03,Solar Cells,S7
942_A1026,MoS2,139.5,Spin Coating,PET,2.75,2.82,2.29,47.573692,71.99,Transparent Conductors,S14
962_A1027,SnO2,83.7,CVD,Quartz,2.66,1.68,3.03,91.493424,75.37,Optoelectronics,S23
842_A1028,ITO,139.1,ALD,Quartz,2.44,1.53,2.01,31.452588,89.42,Sensors,S13
1327_A1029,Al2O3,221.1,Spin Coating,Glass,1.73,2.47,3.22,75.992062,84.66,Solar Cells,S14
2379_A1030,TiO2,123.0,Sputtering,Silicon Wafer,1.68,1.29,2.54,75.61171,89.51,Optoelectronics,S4
2431_A1031,Graphene,35.8,Spin Coating,Glass,1.99,3.62,3.65,10.113957,83.74,Transparent Conductors,S21
1374_A1032,SnO2,120.0,CVD,Quartz,2.98,3.49,0.7,51.921126,75.6,Transparent Conductors,S14
291_A1033,Al2O3,88.0,Sputtering,Glass,2.79,2.02,2.15,14.918263,79.86,Sensors,S10
1868_A1034,ZnO,118.3,Spin Coating,Silicon Wafer,1.98,3.57,1.7,89.535958,83.78,Transparent Conductors,S10
1555_A1035,Al2O3,86.0,CVD,PET,2.02,3.85,1.46,90.899762,81.84,Sensors,S7
605_A1036,ZnO,79.3,Spin Coating,Glass,2.05,2.51,2.5,43.169072,95.4,Optoelectronics,S16
2033_A1037,Al2O3,124.1,CVD,PET,2.36,1.16,4.2,43.654804,82.18,Solar Cells,S6
917_A1038,ZnO,61.2,ALD,Quartz,1.63,1.11,2.66,32.750125,73.31,Solar Cells,S10
2633_A1039,ZnO,136.3,CVD,Silicon Wafer,1.92,3.29,1.42,91.158176,82.5,Sensors,S22
2338_A1040,MoS2,39.0,CVD,Silicon Wafer,2.67,3.47,2.14,70.399679,78.9,Sensors,S18
2099_A1041,ITO,94.9,ALD,Silicon Wafer,1.65,1.11,2.76,76.854428,79.63,Solar Cells,S25
2438_A1042,TiO2,150.6,ALD,PET,2.25,2.73,0.99,15.042927,72.85,Transparent Conductors,S19
822_A1043,Al2O3,85.9,CVD,PET,1.92,1.81,2.42,10.642211,87.26,Sensors,S9
2470_A1044,TiO2,63.5,CVD,Glass,2.68,2.65,4.47,87.672393,74.08,Transparent Conductors,S5
1001_A1045,Graphene,94.2,Sputtering,Quartz,2.32,3.9,1.04,31.161246,73.58,Solar Cells,S5
1704_A1046,Graphene,97.8,ALD,PET,1.73,3.65,2.96,25.554972,79.71,Sensors,S1
19_A1047,SnO2,125.9,Spin Coating,PET,2.27,4.06,3.54,33.364189,80.8,Transparent Conductors,S25
1778_A1048,SiO2,160.9,Thermal Evaporation,Quartz,2.88,1.73,4.24,72.395755,77.36,Solar Cells,S25
1209_A1049,Al2O3,91.1,Thermal Evaporation,Glass,1.81,2.63,3.98,22.038498,93.83,Optoelectronics,S18
2561_A1050,Al2O3,118.5,ALD,Quartz,1.58,1.39,3.51,84.317141,90.13,Solar Cells,S1
1937_A1051,TiO2,77.8,Thermal Evaporation,Glass,1.83,2.43,2.98,58.711582,85.04,Optoelectronics,S11
1719_A1052,SiO2,78.9,ALD,Quartz,2.85,1.61,2.52,4.315376,84.64,Sensors,S11
1428_A1053,TiO2,163.0,Spin Coating,Glass,1.97,3.21,3.74,104.614467,83.4,Sensors,S20
2242_A1054,SnO2,107.3,Thermal Evaporation,PET,2.14,1.72,4.5,54.211903,87.62,Sensors,S23
2311_A1055,SiO2,85.0,CVD,Quartz,2.78,3.12,4.6,72.398364,79.19,Transparent Conductors,S12
1358_A1056,SnO2,125.9,Thermal Evaporation,Glass,2.49,2.73,3.36,62.070782,84.78,Solar Cells,S25
2058_A1057,Al2O3,133.8,Spin Coating,Quartz,2.91,1.49,3.87,42.000815,72.99,Sensors,S16
361_A1058,SiO2,86.8,Sputtering,PET,1.78,2.19,4.54,71.264762,88.51,Sensors,S15
2271_A1059,TiO2,98.5,Thermal Evaporation,Silicon Wafer,2.13,3.81,2.92,87.115809,77.54,Transparent Conductors,S21
2085_A1060,TiO2,111.0,CVD,Glass,1.54,3.12,1.34,74.124419,71.01,Sensors,S25
1565_A1061,MoS2,101.7,CVD,Quartz,1.96,3.87,3.61,26.24997,86.12,Sensors,S12
345_A1062,MoS2,55.4,Sputtering,Silicon Wafer,2.68,1.17,1.4,15.774608,94.09,Solar Cells,S24
987_A1063,TiO2,40.3,Spin Coating,Silicon Wafer,2.87,1.64,3.02,28.747377,73.36,Solar Cells,S3
1261_A1064,TiO2,73.6,CVD,Glass,2.33,0.96,4.76,7.996353,72.3,Transparent Conductors,S12
1714_A1065,Al2O3,107.4,Sputtering,Quartz,2.05,1.88,1.21,92.498611,75.3,Sensors,S18
1721_A1066,MoS2,69.4,CVD,PET,1.79,2.42,3.68,1.662668,84.82,Solar Cells,S8
2647_A1067,ITO,110.8,CVD,Quartz,2.55,1.22,1.61,29.000113,90.28,Sensors,S2
2887_A1068,ZnO,38.7,Thermal Evaporation,Glass,2.88,2.44,4.84,38.047279,92.23,Transparent Conductors,S25
1576_A1069,SnO2,101.4,Thermal Evaporation,Silicon Wafer,3.0,3.19,1.14,41.583868,80.93,Sensors,S15
86_A1070,TiO2,116.6,Sputtering,PET,2.46,2.34,2.89,47.928867,94.18,Sensors,S12
2064_A1071,ZnO,69.7,Spin Coating,Glass,2.63,1.03,2.86,40.287108,91.11,Transparent Conductors,S21
669_A1072,TiO2,97.5,CVD,Silicon Wafer,2.61,1.46,3.34,43.17894,85.86,Sensors,S6
1015_A1073,SiO2,98.0,ALD,Glass,2.76,1.14,0.61,66.614713,91.58,Solar Cells,S17
129_A1074,Graphene,114.8,Thermal Evaporation,Silicon Wafer,1.53,3.89,1.78,8.569011,72.93,Optoelectronics,S6
1874_A1075,Al2O3,112.5,Thermal Evaporation,Silicon Wafer,2.05,3.19,2.46,28.712167,76.58,Optoelectronics,S24
1147_A1076,MoS2,113.3,ALD,PET,2.98,3.26,2.26,38.943355,95.34,Solar Cells,S7
892_A1077,ITO,157.2,Spin Coating,Quartz,2.67,2.68,2.47,61.892439,72.09,Optoelectronics,S22
2472_A1078,Al2O3,140.7,ALD,Quartz,1.56,1.9,3.41,10.904054,91.02,Sensors,S19
308_A1079,MoS2,115.4,CVD,Glass,1.99,1.1,0.94,39.996772,79.01,Transparent Conductors,S4
384_A1080,SnO2,52.6,Spin Coating,Silicon Wafer,1.79,2.13,3.06,72.181791,94.83,Solar Cells,S18
1834_A1081,SnO2,140.9,ALD,PET,2.69,1.05,1.08,51.114584,93.68,Sensors,S23
1128_A1082,ZnO,19.6,ALD,PET,2.89,1.65,1.01,26.651719,79.12,Optoelectronics,S23
427_A1083,SiO2,183.1,Thermal Evaporation,Glass,2.97,1.22,1.25,84.767759,86.56,Sensors,S14
495_A1084,SiO2,62.0,ALD,Quartz,2.16,2.11,3.96,92.330397,85.77,Transparent Conductors,S14
1566_A1085,Al2O3,112.6,Sputtering,Glass,2.5,2.2,0.75,82.142444,84.37,Sensors,S22
2792_A1086,Graphene,84.5,Spin Coating,PET,2.12,1.55,0.94,11.397117,90.68,Transparent Conductors,S1
2612_A1087,TiO2,29.2,Sputtering,Glass,2.77,3.44,2.37,37.793471,94.83,Transparent Conductors,S24
1252_A1088,Al2O3,88.4,Thermal Evaporation,PET,1.87,1.62,5.15,64.800152,69.49,Transparent Conductors,S22
1296_A1089,Graphene,101.3,ALD,Glass,1.77,3.92,4.41,93.334076,75.32,Transparent Conductors,S13
276_A1090,SnO2,59.0,ALD,Silicon Wafer,2.5,3.87,4.74,48.524404,71.3,Transparent Conductors,S6
490_A1091,SiO2,163.7,ALD,PET,2.79,1.76,4.76,3.221896,70.63,Sensors,S15
1958_A1092,TiO2,85.4,Thermal Evaporation,Glass,1.7,3.29,2.33,69.801309,89.39,Sensors,S25
691_A1093,Graphene,66.8,CVD,Glass,2.3,3.59,4.36,68.915391,81.01,Sensors,S7
2052_A1094,SiO2,53.7,Sputtering,Quartz,2.66,2.55,2.06,40.556252,91.0,Sensors,S2
2239_A1095,Al2O3,73.7,CVD,PET,1.64,2.41,2.5,79.328297,79.34,Solar Cells,S22
1243_A1096,Al2O3,121.9,CVD,Quartz,2.14,1.78,3.7,18.281395,74.99,Transparent Conductors,S13
2674_A1097,TiO2,111.1,CVD,Glass,2.93,1.14,3.57,21.694572,79.07,Solar Cells,S15
2080_A1098,SnO2,109.6,Thermal Evaporation,Silicon Wafer,2.39,1.86,3.54,20.31077,73.2,Transparent Conductors,S6
1059_A1099,TiO2,100.9,CVD,Silicon Wafer,2.93,3.12,5.3,20.008403,84.34,Solar Cells,S17
119_A1100,ITO,159.4,Spin Coating,Quartz,1.6,1.98,2.78,9.381293,82.95,Transparent Conductors,S7
1996_A1101,ZnO,158.2,Thermal Evaporation,Quartz,2.53,3.72,1.64,42.913332,84.57,Optoelectronics,S4
2286_A1102,SnO2,115.5,Spin Coating,Quartz,1.65,2.45,1.59,67.615585,88.93,Optoelectronics,S12
282_A1103,MoS2,33.3,Spin Coating,Quartz,2.44,1.42,3.68,77.483031,80.04,Transparent Conductors,S9
2808_A1104,SiO2,84.6,ALD,Silicon Wafer,2.24,2.52,1.33,8.308624,80.14,Optoelectronics,S25
2336_A1105,SnO2,91.5,ALD,Glass,2.04,2.79,1.93,23.715892,80.8,Transparent Conductors,S25
2763_A1106,ZnO,72.3,Spin Coating,Silicon Wafer,1.95,1.28,0.97,57.094494,87.21,Transparent Conductors,S4
2946_A1107,ZnO,39.5,CVD,PET,2.77,3.56,0.67,5.669383,77.1,Transparent Conductors,S8
1180_A1108,TiO2,59.1,Thermal Evaporation,Silicon Wafer,2.03,2.83,1.5,31.171522,88.66,Sensors,S15
1603_A1109,SiO2,72.2,Spin Coating,Glass,2.95,1.7,2.79,74.82134,84.19,Sensors,S20
2117_A1110,TiO2,110.1,Spin Coating,PET,1.55,3.71,1.65,101.506727,89.89,Optoelectronics,S4
305_A1111,MoS2,103.1,Sputtering,Silicon Wafer,2.24,3.69,3.18,40.419327,72.28,Sensors,S23
1845_A1112,ITO,81.8,ALD,Glass,2.26,3.02,3.88,33.760046,84.91,Transparent Conductors,S10
1357_A1113,ZnO,84.4,ALD,Glass,1.68,3.41,5.05,36.83668,73.38,Transparent Conductors,S8
2437_A1114,SiO2,114.1,Spin Coating,Glass,1.91,3.15,4.88,8.945317,74.38,Transparent Conductors,S10
576_A1115,ZnO,172.2,Spin Coating,Glass,2.23,3.37,1.35,62.478211,75.52,Solar Cells,S1
1872_A1116,Graphene,149.0,ALD,Silicon Wafer,2.77,2.95,4.37,84.502057,79.29,Transparent Conductors,S24
2846_A1117,ITO,109.1,ALD,Glass,1.76,2.38,1.24,73.472034,74.19,Optoelectronics,S6
2624_A1118,TiO2,110.0,Spin Coating,Glass,1.56,2.14,4.94,48.051838,81.01,Solar Cells,S11
1418_A1119,ITO,94.9,Spin Coating,Quartz,1.71,2.09,3.18,5.175644,70.12,Solar Cells,S14
1796_A1120,SiO2,84.2,Thermal Evaporation,PET,2.44,3.73,4.51,49.293156,78.32,Solar Cells,S16
844_A1121,ZnO,75.6,ALD,Glass,2.57,2.73,3.42,45.229083,87.15,Transparent Conductors,S9
2813_A1122,Graphene,56.0,ALD,PET,1.5,2.12,1.39,39.004669,75.58,Optoelectronics,S13
270_A1123,ZnO,84.2,Thermal Evaporation,Silicon Wafer,1.58,2.47,4.5,44.060579,77.62,Sensors,S11
630_A1124,TiO2,127.7,Sputtering,Silicon Wafer,1.85,2.67,0.62,29.469282,76.24,Transparent Conductors,S9
1034_A1125,TiO2,162.6,ALD,Glass,2.36,2.28,2.15,29.386866,88.9,Sensors,S12
287_A1126,TiO2,95.0,ALD,Quartz,1.89,2.45,4.98,103.562777,82.21,Sensors,S11
2212_A1127,TiO2,133.5,CVD,Glass,2.98,3.81,2.06,5.800236,78.98,Optoelectronics,S15
301_A1128,TiO2,101.2,Spin Coating,Silicon Wafer,2.59,1.01,4.6,82.235892,91.53,Sensors,S7
1511_A1129,SnO2,115.0,Sputtering,Glass,1.84,1.77,1.5,88.415707,82.39,Optoelectronics,S3
1812_A1130,Graphene,83.9,Thermal Evaporation,Quartz,1.78,3.96,2.19,73.022554,77.46,Sensors,S18
66_A1131,MoS2,107.5,Sputtering,PET,1.98,2.04,3.72,32.700337,85.1,Sensors,S25
2398_A1132,ITO,91.9,ALD,Silicon Wafer,2.11,1.32,2.92,42.745582,86.72,Transparent Conductors,S21
891_A1133,MoS2,80.3,ALD,Glass,2.4,3.49,5.05,65.467048,83.27,Sensors,S11
1768_A1134,MoS2,141.6,Thermal Evaporation,Quartz,1.65,2.86,1.3,65.815238,84.72,Optoelectronics,S13
1732_A1135,MoS2,88.8,Sputtering,PET,2.68,2.35,2.24,63.380127,77.21,Optoelectronics,S8
1377_A1136,SnO2,116.0,ALD,Quartz,1.7,1.61,2.55,62.687463,92.99,Transparent Conductors,S19
231_A1137,Graphene,125.1,CVD,Glass,1.55,2.71,2.68,51.402003,91.37,Optoelectronics,S1
504_A1138,MoS2,101.9,Thermal Evaporation,PET,2.8,2.23,0.56,34.504531,94.22,Sensors,S1
2460_A1139,MoS2,72.4,ALD,Silicon Wafer,2.82,1.73,3.87,14.500756,77.55,Solar Cells,S7
1351_A1140,Graphene,91.8,Thermal Evaporation,Glass,2.74,2.98,2.33,89.424491,83.49,Transparent Conductors,S22
1445_A1141,Graphene,100.0,Sputtering,PET,2.97,0.99,4.93,59.056887,76.7,Sensors,S18
2552_A1142,SiO2,175.2,Spin Coating,Silicon Wafer,2.11,2.48,2.64,84.160445,92.02,Sensors,S14
1005_A1143,MoS2,70.4,Spin Coating,Quartz,1.8,2.22,1.59,5.279849,73.75,Solar Cells,S12
837_A1144,Al2O3,127.2,CVD,Quartz,2.03,3.9,5.25,34.785323,81.0,Transparent Conductors,S15
1589_A1145,Graphene,124.5,CVD,Glass,2.15,3.26,3.66,27.522636,76.1,Transparent Conductors,S6
375_A1146,Al2O3,131.5,ALD,PET,1.78,3.62,1.48,23.255556,73.02,Transparent Conductors,S10
1353_A1147,Graphene,130.9,CVD,PET,2.64,1.92,3.28,38.58207,86.81,Transparent Conductors,S11
2111_A1148,SnO2,87.0,CVD,Glass,1.46,1.96,4.29,82.290563,80.34,Sensors,S6
1787_A1149,TiO2,97.3,Sputtering,Silicon Wafer,1.93,2.6,1.33,25.334214,91.95,Optoelectronics,S17
1804_A1150,SnO2,63.5,Sputtering,Silicon Wafer,2.71,1.19,0.85,25.482184,88.44,Sensors,S5
2072_A1151,ITO,104.6,Thermal Evaporation,Silicon Wafer,1.9,2.44,2.94,61.193535,83.96,Optoelectronics,S16
752_A1152,ITO,115.5,Sputtering,Silicon Wafer,2.35,1.25,3.43,94.764171,73.13,Optoelectronics,S16
100_A1153,TiO2,108.3,Sputtering,Silicon Wafer,2.06,2.33,4.05,83.482713,92.6,Solar Cells,S23
1724_A1154,SnO2,130.7,ALD,Glass,2.44,1.21,2.52,34.984682,92.52,Solar Cells,S21
867_A1155,SiO2,156.6,ALD,Glass,2.89,2.94,4.03,11.199146,80.54,Optoelectronics,S22
911_A1156,SnO2,42.4,Thermal Evaporation,PET,1.61,1.01,0.93,48.341688,88.29,Solar Cells,S9
2010_A1157,ITO,104.7,CVD,Silicon Wafer,2.46,3.0,3.58,86.392065,77.51,Optoelectronics,S6
530_A1158,SiO2,94.0,Thermal Evaporation,PET,2.38,3.83,0.62,37.14688,94.62,Optoelectronics,S25
637_A1159,Al2O3,126.2,Sputtering,PET,2.51,1.56,1.64,71.366807,73.97,Sensors,S14
186_A1160,SnO2,113.8,ALD,Silicon Wafer,2.46,2.0,3.36,72.908028,94.85,Solar Cells,S14
1188_A1161,TiO2,88.5,Thermal Evaporation,Silicon Wafer,1.78,2.3,1.07,3.401577,85.34,Solar Cells,S21
1972_A1162,SnO2,122.9,Thermal Evaporation,PET,2.75,2.15,0.49,41.30977,85.0,Sensors,S21
932_A1163,Al2O3,136.0,Spin Coating,PET,2.45,1.46,1.79,22.818068,81.62,Optoelectronics,S12
1382_A1164,TiO2,143.3,Sputtering,PET,2.35,2.5,2.37,64.160607,93.84,Optoelectronics,S17
2296_A1165,ZnO,80.0,Spin Coating,Quartz,2.34,1.26,3.72,0.77339,73.51,Transparent Conductors,S20
2383_A1166,Al2O3,68.8,Thermal Evaporation,Quartz,2.13,3.64,0.77,98.369692,92.26,Solar Cells,S19
2402_A1167,ZnO,76.8,CVD,PET,1.64,3.57,3.23,81.805908,88.05,Sensors,S22
2000_A1168,SnO2,92.3,Thermal Evaporation,PET,2.46,2.95,3.96,76.714175,85.91,Optoelectronics,S5
608_A1169,SiO2,88.3,Thermal Evaporation,PET,2.12,3.07,1.26,53.895292,80.44,Transparent Conductors,S17
2897_A1170,Al2O3,113.7,CVD,PET,2.53,3.27,4.38,86.789875,71.9,Sensors,S7
152_A1171,SnO2,97.7,Spin Coating,Glass,1.98,2.84,2.25,73.716809,79.34,Optoelectronics,S16
1284_A1172,Al2O3,126.4,Sputtering,PET,2.55,2.55,1.37,78.193332,73.29,Optoelectronics,S23
2263_A1173,Graphene,100.2,ALD,Quartz,2.4,3.72,0.95,93.622691,87.47,Transparent Conductors,S21
732_A1174,ITO,84.9,Thermal Evaporation,PET,2.02,1.45,1.37,6.938128,80.84,Solar Cells,S5
1338_A1175,Graphene,82.4,CVD,Glass,2.9,2.7,2.89,106.281143,82.57,Solar Cells,S5
1599_A1176,MoS2,118.2,Spin Coating,PET,2.2,3.71,4.41,1.934859,77.7,Sensors,S12
2841_A1177,SnO2,52.1,ALD,PET,2.7,1.6,1.4,86.186044,71.08,Optoelectronics,S19
24_A1178,ITO,124.4,ALD,Quartz,2.45,1.95,3.72,54.508647,88.05,Optoelectronics,S8
2858_A1179,SiO2,133.0,Spin Coating,Quartz,1.98,2.87,5.06,16.888444,84.5,Optoelectronics,S14
159_A1180,SiO2,122.1,Sputtering,Quartz,2.34,3.25,1.89,89.204626,79.17,Optoelectronics,S2
862_A1181,SiO2,49.2,Thermal Evaporation,Glass,1.86,1.15,0.61,57.724537,79.78,Transparent Conductors,S6
903_A1182,SnO2,164.8,Sputtering,Glass,2.62,2.79,3.46,41.156754,71.23,Solar Cells,S12
2656_A1183,Graphene,118.5,ALD,PET,2.73,2.12,2.84,64.949811,81.02,Optoelectronics,S13
2938_A1184,Al2O3,70.2,Spin Coating,PET,1.92,1.47,5.02,65.800835,73.92,Optoelectronics,S14
445_A1185,SnO2,63.9,Spin Coating,Glass,1.55,2.86,3.08,20.039557,89.87,Sensors,S23
2939_A1186,TiO2,92.9,CVD,Silicon Wafer,2.83,1.66,2.82,83.206293,72.25,Transparent Conductors,S3
755_A1187,Al2O3,69.7,Thermal Evaporation,PET,2.46,3.83,4.02,65.807848,81.13,Solar Cells,S19
924_A1188,SiO2,83.9,Spin Coating,Silicon Wafer,2.8,2.72,2.59,51.615666,82.57,Optoelectronics,S20
2971_A1189,TiO2,104.7,Sputtering,Quartz,2.05,1.18,4.47,99.733708,75.15,Transparent Conductors,S23
2103_A1190,ITO,100.2,Sputtering,Quartz,2.49,2.13,1.98,70.926061,86.61,Sensors,S23
312_A1191,ITO,103.8,ALD,Quartz,2.28,3.64,1.16,90.341775,82.38,Sensors,S3
549_A1192,Al2O3,106.2,ALD,PET,2.34,3.37,3.95,24.06618,74.98,Transparent Conductors,S11
1946_A1193,Graphene,122.7,Thermal Evaporation,Silicon Wafer,2.29,1.81,1.0,9.351917,89.97,Sensors,S10
1457_A1194,Al2O3,107.5,Thermal Evaporation,Silicon Wafer,2.72,1.74,3.58,39.99156,77.1,Solar Cells,S7
307_A1195,ITO,94.9,Sputtering,PET,2.67,1.08,1.82,32.384216,72.88,Optoelectronics,S24
288_A1196,SnO2,112.9,Sputtering,Quartz,1.8,3.29,1.67,101.580594,94.16,Solar Cells,S21
695_A1197,Graphene,167.8,Sputtering,Glass,1.99,3.06,4.65,34.830496,86.81,Optoelectronics,S5
309_A1198,ITO,133.0,CVD,Glass,2.52,2.48,1.36,82.278858,81.26,Sensors,S23
2321_A1199,ITO,96.6,Spin Coating,Glass,1.8,3.56,1.91,1.556743,94.95,Optoelectronics,S15
750_A1200,ZnO,142.1,Sputtering,Quartz,1.94,3.35,4.53,15.176692,72.51,Optoelectronics,S24
2816_A1201,TiO2,125.0,Thermal Evaporation,Quartz,2.37,3.5,1.81,36.442172,76.98,Transparent Conductors,S20
1240_A1202,ZnO,88.2,Sputtering,PET,1.79,1.22,3.92,13.736301,80.6,Transparent Conductors,S17
909_A1203,SnO2,52.1,Sputtering,Glass,2.61,2.92,0.91,69.097027,77.19,Optoelectronics,S12
