ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
257,SiO2,124.2,Sputtering,Quartz,2.05,1.66,4.34,56.621741,71.39,Transparent Conductors,S16
258,SiO2,39.2,ALD,Quartz,2.23,2.7,2.48,68.232649,73.59,Sensors,S22
259,ITO,108.3,Sputtering,Silicon Wafer,1.96,1.8,4.16,25.850505,80.52,Sensors,S4
260,ZnO,100.7,ALD,Silicon Wafer,2.62,3.38,4.07,96.73543,74.25,Solar Cells,S7
261,ZnO,44.2,Sputtering,Glass,2.5,2.33,3.77,91.849541,85.66,Solar Cells,S21
262,SnO2,69.3,Thermal Evaporation,Quartz,1.6,2.06,1.63,36.697922,79.51,Transparent Conductors,S22
263,SiO2,172.4,ALD,Glass,2.96,1.58,2.13,75.011529,80.47,Sensors,S6
264,MoS2,102.1,Sputtering,Quartz,2.87,2.31,2.41,40.594802,92.44,Optoelectronics,S15
265,ZnO,109.3,Sputtering,Silicon Wafer,1.94,1.8,2.11,51.153023,82.8,Sensors,S23
266,ITO,141.9,Thermal Evaporation,Silicon Wafer,1.87,3.39,4.14,71.475785,78.88,Optoelectronics,S7
267,ZnO,60.8,Spin Coating,Quartz,2.85,3.44,4.75,53.199792,72.22,Sensors,S12
268,ZnO,52.2,Thermal Evaporation,Quartz,2.25,3.61,4.83,10.632361,84.83,Sensors,S19
269,Al2O3,70.2,Spin Coating,PET,1.71,3.6,2.28,55.47696,86.09,Optoelectronics,S7
270,ZnO,81.5,Thermal Evaporation,Silicon Wafer,1.56,2.5,4.57,41.192198,77.92,Sensors,S11
271,SiO2,130.8,Thermal Evaporation,Glass,1.85,2.98,4.1,46.611487,92.45,Optoelectronics,S19
272,SiO2,68.0,Thermal Evaporation,Glass,1.92,2.33,4.79,88.678478,79.41,Transparent Conductors,S5
273,ITO,112.8,ALD,Glass,2.31,1.34,2.36,12.192414,83.03,Optoelectronics,S15
274,MoS2,150.4,Thermal Evaporation,Glass,2.94,1.26,3.08,59.223657,88.38,Transparent Conductors,S16
275,ITO,37.1,Spin Coating,Glass,1.85,1.85,0.61,53.553434,93.26,Transparent Conductors,S3
276,SnO2,57.6,ALD,Silicon Wafer,2.54,3.91,4.74,45.264081,70.41,Transparent Conductors,S6
277,ZnO,94.4,CVD,Glass,1.82,1.55,2.65,78.722339,80.23,Sensors,S16
278,SnO2,88.6,Spin Coating,PET,2.7,3.33,1.44,43.007996,80.99,Transparent Conductors,S5
279,ITO,78.2,Spin Coating,PET,1.63,3.77,3.27,12.90423,76.74,Transparent Conductors,S25
280,ZnO,49.1,Spin Coating,Silicon Wafer,1.5,1.46,1.3,47.5842,71.75,Transparent Conductors,S19
281,MoS2,148.2,CVD,Silicon Wafer,2.79,2.2,3.32,73.980192,87.1,Transparent Conductors,S9
282,MoS2,34.0,Spin Coating,Quartz,2.46,1.39,3.41,78.920118,78.48,Transparent Conductors,S9
283,MoS2,122.3,ALD,Silicon Wafer,2.3,2.92,2.94,35.249046,89.36,Transparent Conductors,S15
284,ZnO,100.7,Sputtering,Silicon Wafer,2.76,2.73,4.38,41.84339,86.96,Solar Cells,S20
285,MoS2,49.9,ALD,PET,2.16,1.47,0.7,72.898418,86.13,Transparent Conductors,S16
286,Graphene,102.3,Thermal Evaporation,Silicon Wafer,2.02,1.11,3.61,9.185324,89.08,Sensors,S16
287,TiO2,95.0,ALD,Quartz,1.9,2.36,4.99,97.524159,81.38,Sensors,S11
288,SnO2,114.8,Sputtering,Quartz,1.75,3.24,1.53,98.469648,93.07,Solar Cells,S21
289,Al2O3,139.6,Thermal Evaporation,Silicon Wafer,2.27,3.73,3.94,29.865056,89.0,Optoelectronics,S14
290,ITO,101.9,Sputtering,Glass,2.65,3.66,4.4,86.25391,76.63,Solar Cells,S24
291,Al2O3,91.9,Sputtering,Glass,2.83,2.03,2.09,15.840698,79.9,Sensors,S10
292,Graphene,92.2,ALD,Silicon Wafer,1.6,1.04,2.98,86.999939,71.86,Solar Cells,S24
293,SnO2,94.7,CVD,Glass,1.69,3.32,1.23,39.205442,77.14,Optoelectronics,S10
294,ITO,73.1,Spin Coating,Silicon Wafer,2.84,1.54,4.52,71.280536,86.69,Solar Cells,S14
295,MoS2,129.8,Thermal Evaporation,PET,1.62,2.49,2.62,38.751408,87.75,Optoelectronics,S7
296,MoS2,134.0,Spin Coating,Silicon Wafer,2.23,3.3,4.52,45.954043,90.58,Optoelectronics,S22
297,SnO2,129.2,Thermal Evaporation,Glass,2.64,1.25,2.81,14.576215,89.07,Solar Cells,S23
298,TiO2,115.1,Spin Coating,Glass,2.29,1.36,1.6,48.482708,80.17,Solar Cells,S10
299,MoS2,114.1,Sputtering,PET,2.41,3.37,4.0,33.999523,91.88,Solar Cells,S21
300,ITO,107.9,Thermal Evaporation,Glass,2.71,3.11,2.77,57.179178,87.71,Solar Cells,S20
301,TiO2,97.7,Spin Coating,Silicon Wafer,2.61,1.06,4.93,85.390959,92.61,Sensors,S7
302,ITO,110.1,ALD,Glass,2.15,1.21,4.1,72.777912,94.9,Optoelectronics,S23
303,ITO,92.8,CVD,Silicon Wafer,2.64,2.89,2.3,38.333629,94.74,Solar Cells,S14
304,MoS2,70.4,Sputtering,Glass,1.82,2.34,4.31,76.035468,90.54,Transparent Conductors,S10
305,MoS2,107.2,Sputtering,Silicon Wafer,2.26,3.71,3.25,39.535963,70.9,Sensors,S23
306,TiO2,103.3,Sputtering,Quartz,2.72,2.03,3.18,40.644969,81.92,Transparent Conductors,S7
307,ITO,91.1,Sputtering,PET,2.71,1.13,1.91,35.387146,71.69,Optoelectronics,S24
308,MoS2,116.0,CVD,Glass,1.95,1.17,0.9,40.281458,78.95,Transparent Conductors,S4
309,ITO,127.6,CVD,Glass,2.49,2.53,1.25,77.09809,80.12,Sensors,S23
310,MoS2,114.1,Thermal Evaporation,Glass,1.7,1.06,1.53,28.49308,94.86,Transparent Conductors,S2
311,Al2O3,107.0,Spin Coating,PET,2.61,2.69,3.13,76.351323,83.17,Optoelectronics,S11
312,ITO,102.4,ALD,Quartz,2.31,3.68,1.23,97.218661,81.87,Sensors,S3
313,SnO2,119.9,Sputtering,Silicon Wafer,1.97,3.71,3.69,23.587971,71.69,Transparent Conductors,S15
314,Graphene,121.3,Sputtering,Glass,1.97,2.22,1.93,24.876074,93.31,Sensors,S2
315,TiO2,100.5,CVD,Quartz,2.84,3.18,3.69,99.687954,85.36,Transparent Conductors,S11
316,Al2O3,166.6,Thermal Evaporation,PET,1.56,3.51,3.04,50.61016,82.73,Optoelectronics,S17
317,TiO2,119.9,Spin Coating,Quartz,2.68,3.02,4.13,8.525068,76.71,Transparent Conductors,S2
318,MoS2,84.3,Spin Coating,Quartz,1.78,3.8,0.65,98.845082,90.1,Transparent Conductors,S17
319,SnO2,94.2,ALD,PET,1.64,2.77,2.94,55.648685,94.04,Sensors,S3
320,SiO2,114.8,Thermal Evaporation,PET,2.52,3.73,1.37,21.170535,89.37,Solar Cells,S6
321,TiO2,128.2,ALD,Glass,2.58,1.01,1.65,21.238207,73.39,Optoelectronics,S24
322,Al2O3,52.1,Spin Coating,Silicon Wafer,2.91,1.74,1.0,42.509503,93.77,Solar Cells,S5
323,ITO,71.0,ALD,Quartz,2.87,2.84,4.78,68.331824,80.82,Transparent Conductors,S17
324,Graphene,81.6,Sputtering,Glass,2.2,2.92,1.47,69.848264,81.39,Transparent Conductors,S10
325,ZnO,107.3,Thermal Evaporation,Glass,2.73,3.63,0.74,51.094273,85.26,Solar Cells,S18
326,TiO2,119.0,Spin Coating,Silicon Wafer,2.5,1.22,4.77,45.965161,72.02,Sensors,S25
327,SnO2,119.0,ALD,PET,1.75,2.36,2.61,16.263874,88.24,Sensors,S19
328,Al2O3,66.8,CVD,Silicon Wafer,2.59,2.83,4.82,69.118768,92.57,Solar Cells,S9
329,ITO,77.4,Thermal Evaporation,Quartz,2.35,3.62,3.83,58.979056,72.87,Sensors,S9
330,ZnO,61.6,CVD,PET,2.68,3.91,4.16,9.226447,70.93,Optoelectronics,S12
331,MoS2,58.6,Spin Coating,Glass,1.68,1.95,2.43,87.799611,78.8,Optoelectronics,S20
332,MoS2,32.5,Sputtering,PET,1.93,3.24,3.0,60.772139,74.19,Sensors,S21
333,SnO2,60.2,Thermal Evaporation,Silicon Wafer,1.68,3.87,3.44,66.889646,82.62,Optoelectronics,S2
334,MoS2,104.3,CVD,Glass,2.11,2.23,4.8,63.283143,88.3,Optoelectronics,S16
335,Al2O3,106.3,Sputtering,PET,2.84,1.67,4.78,62.123189,78.76,Solar Cells,S25
336,TiO2,66.2,Thermal Evaporation,Silicon Wafer,2.21,2.7,1.96,43.572702,90.52,Solar Cells,S1
337,Al2O3,89.7,Spin Coating,Quartz,2.84,3.63,3.56,13.216507,81.64,Transparent Conductors,S1
338,TiO2,68.7,Sputtering,Quartz,1.92,2.64,1.4,53.167943,90.08,Transparent Conductors,S10
339,Al2O3,77.2,ALD,Glass,2.73,3.43,4.27,81.157701,76.82,Optoelectronics,S7
340,SiO2,87.2,Thermal Evaporation,Quartz,2.14,2.71,2.91,42.133183,75.14,Optoelectronics,S20
341,Al2O3,87.1,Thermal Evaporation,Glass,1.96,1.62,3.79,57.516554,83.77,Solar Cells,S14
342,TiO2,113.1,Spin Coating,Silicon Wafer,2.29,3.5,1.96,75.265709,91.78,Solar Cells,S15
343,SiO2,71.9,Spin Coating,Silicon Wafer,2.98,1.75,3.48,10.473786,72.26,Sensors,S17
344,TiO2,77.8,CVD,Glass,1.74,1.48,2.55,27.534813,72.72,Transparent Conductors,S17
345,MoS2,57.8,Sputtering,Silicon Wafer,2.72,1.19,1.46,14.593168,92.76,Solar Cells,S24
346,SnO2,42.6,Spin Coating,Quartz,2.07,3.55,1.12,20.376773,88.29,Sensors,S1
347,SnO2,141.4,CVD,Silicon Wafer,2.92,2.68,1.18,69.395109,80.95,Optoelectronics,S14
348,Graphene,97.8,ALD,PET,2.7,1.77,4.21,82.471626,77.23,Solar Cells,S12
349,TiO2,71.6,CVD,Quartz,2.06,3.77,3.74,52.267478,86.6,Transparent Conductors,S10
350,ITO,174.9,Spin Coating,PET,1.89,3.57,2.76,7.331279,93.74,Transparent Conductors,S8
351,ITO,135.7,ALD,Glass,2.85,2.48,1.66,23.897921,90.24,Optoelectronics,S21
352,TiO2,91.6,Sputtering,Silicon Wafer,1.97,2.18,1.7,61.434852,71.67,Sensors,S11
353,SnO2,120.3,CVD,PET,2.24,3.29,0.88,72.887601,87.95,Transparent Conductors,S20
354,SnO2,149.1,Spin Coating,PET,1.7,3.99,2.3,3.99891,88.58,Sensors,S14
355,MoS2,108.6,Spin Coating,Glass,2.29,2.2,2.23,14.081712,87.91,Solar Cells,S4
356,Al2O3,73.8,Thermal Evaporation,Glass,1.79,2.0,0.5,99.889088,86.44,Solar Cells,S24
357,ZnO,58.7,ALD,Quartz,1.72,2.65,3.21,2.069109,70.48,Optoelectronics,S25
358,Graphene,83.0,Spin Coating,Quartz,2.75,3.8,2.11,87.139721,91.77,Sensors,S20
359,Al2O3,55.4,CVD,Glass,2.05,3.98,1.92,20.902637,78.56,Optoelectronics,S23
360,SnO2,94.8,Sputtering,PET,1.79,1.16,4.9,22.093895,88.56,Sensors,S23
361,SiO2,90.2,Sputtering,PET,1.75,2.12,4.16,78.775836,90.55,Sensors,S15
362,MoS2,106.8,Spin Coating,PET,2.33,1.27,3.32,16.204277,83.43,Transparent Conductors,S11
363,Al2O3,123.0,CVD,Quartz,2.74,1.77,1.17,70.196126,82.79,Sensors,S15
364,SnO2,32.5,Thermal Evaporation,Silicon Wafer,2.09,1.66,2.81,89.006724,70.27,Solar Cells,S14
365,ZnO,82.3,ALD,Quartz,2.37,3.77,2.93,40.22111,93.52,Sensors,S7
366,SiO2,89.8,Spin Coating,PET,1.57,1.14,1.18,65.256702,74.91,Transparent Conductors,S11
367,Graphene,122.9,Thermal Evaporation,PET,1.55,3.49,4.17,72.960906,94.72,Optoelectronics,S11
368,Graphene,61.6,Spin Coating,Glass,2.62,1.05,4.01,16.355802,89.01,Transparent Conductors,S4
369,Al2O3,92.1,Sputtering,PET,2.49,2.96,4.11,6.692991,82.88,Solar Cells,S21
370,Al2O3,58.1,CVD,Glass,2.04,1.97,4.56,49.967254,72.33,Transparent Conductors,S23
371,ITO,139.8,Sputtering,Glass,1.77,1.76,4.63,16.077394,86.62,Solar Cells,S2
372,ITO,79.2,Thermal Evaporation,PET,2.48,2.5,1.51,80.077622,91.68,Sensors,S8
373,ITO,80.8,Spin Coating,PET,2.66,3.25,2.25,38.247635,74.66,Sensors,S13
374,ZnO,162.5,Sputtering,Quartz,2.0,2.46,3.13,63.794403,94.24,Solar Cells,S11
375,Al2O3,129.6,ALD,PET,1.78,3.71,1.37,23.521272,72.09,Transparent Conductors,S10
376,SnO2,60.6,Thermal Evaporation,PET,2.15,3.13,4.87,3.595312,81.12,Solar Cells,S15
377,MoS2,105.7,ALD,PET,2.99,3.78,4.29,13.092398,82.7,Optoelectronics,S13
378,ITO,55.5,Sputtering,Silicon Wafer,2.66,1.7,3.96,23.555165,86.18,Transparent Conductors,S14
379,TiO2,47.1,Sputtering,Glass,2.29,1.41,2.87,12.453237,86.03,Sensors,S4
380,SnO2,114.4,Thermal Evaporation,Glass,1.81,2.09,1.59,20.641553,85.63,Solar Cells,S2
381,ZnO,124.5,Thermal Evaporation,Glass,2.56,3.01,2.36,88.327281,75.69,Transparent Conductors,S3
382,TiO2,86.9,ALD,Quartz,2.19,3.23,4.24,88.483097,85.64,Sensors,S12
383,Graphene,91.2,ALD,Quartz,1.97,2.14,2.96,8.774491,79.06,Transparent Conductors,S22
384,SnO2,52.8,Spin Coating,Silicon Wafer,1.83,2.22,2.9,67.077667,92.77,Solar Cells,S18
385,Graphene,57.5,CVD,Silicon Wafer,1.95,3.19,1.01,84.849469,77.5,Sensors,S10
386,MoS2,68.1,Spin Coating,Glass,2.38,1.41,1.75,50.710969,83.21,Optoelectronics,S2
387,SiO2,123.6,Spin Coating,PET,1.82,2.12,2.87,96.399809,84.68,Transparent Conductors,S10
388,Al2O3,111.0,CVD,Glass,2.37,1.55,2.1,85.012115,72.71,Optoelectronics,S19
389,ITO,47.4,Spin Coating,PET,1.58,3.65,0.88,38.429782,76.31,Transparent Conductors,S23
390,Graphene,77.8,ALD,Silicon Wafer,1.6,1.65,1.12,23.581936,81.32,Optoelectronics,S12
391,TiO2,119.2,Spin Coating,PET,2.18,3.06,1.01,75.673617,83.76,Optoelectronics,S15
392,SiO2,58.9,Thermal Evaporation,PET,2.44,3.7,1.5,90.299268,74.52,Solar Cells,S17
393,SiO2,81.0,ALD,Glass,1.78,1.64,1.62,76.48142,80.25,Transparent Conductors,S11
394,MoS2,159.1,Spin Coating,Silicon Wafer,2.2,2.17,2.2,98.765838,72.38,Sensors,S11
395,Al2O3,99.6,Thermal Evaporation,Glass,2.51,3.48,4.69,26.491169,94.8,Transparent Conductors,S6
396,SnO2,115.0,Sputtering,Silicon Wafer,2.43,1.6,2.69,61.622731,77.67,Transparent Conductors,S1
397,SiO2,117.9,ALD,Quartz,1.99,1.54,1.02,75.839092,94.41,Sensors,S5
398,Al2O3,112.3,Sputtering,Silicon Wafer,1.68,3.96,1.82,84.166572,71.55,Sensors,S25
399,TiO2,142.2,CVD,Silicon Wafer,2.51,2.92,2.77,20.828045,72.64,Transparent Conductors,S18
400,Al2O3,104.9,ALD,PET,1.56,1.05,1.75,20.365958,89.82,Sensors,S1
401,MoS2,115.3,Sputtering,Glass,1.75,1.62,1.43,55.451265,72.01,Optoelectronics,S22
402,MoS2,26.8,Spin Coating,PET,2.57,1.05,4.9,49.89422,82.06,Sensors,S18
403,TiO2,150.2,ALD,Silicon Wafer,2.48,2.94,4.33,1.874194,93.09,Solar Cells,S10
404,Al2O3,134.6,ALD,Glass,1.71,3.98,3.1,26.201987,89.53,Sensors,S17
405,ZnO,74.1,Thermal Evaporation,PET,2.75,1.89,4.23,80.152404,73.81,Solar Cells,S18
406,MoS2,147.9,CVD,Silicon Wafer,2.86,2.04,1.73,53.220424,87.26,Solar Cells,S15
407,Graphene,111.2,CVD,PET,2.45,2.13,1.85,92.245091,94.47,Optoelectronics,S19
408,ZnO,134.9,ALD,Silicon Wafer,2.19,2.49,1.66,65.321197,75.68,Transparent Conductors,S19
409,SiO2,138.8,ALD,Silicon Wafer,2.81,1.58,4.97,13.64859,79.22,Transparent Conductors,S21
410,SiO2,105.6,ALD,Quartz,2.99,2.31,4.21,97.387772,79.6,Optoelectronics,S13
411,ZnO,69.7,CVD,Quartz,2.21,1.55,0.68,98.076325,89.46,Transparent Conductors,S23
412,MoS2,80.1,CVD,Silicon Wafer,2.92,2.82,4.19,60.205606,87.18,Solar Cells,S21
413,ITO,55.2,Spin Coating,PET,1.79,3.02,0.64,87.874678,81.22,Solar Cells,S6
414,ZnO,170.5,Thermal Evaporation,PET,2.42,2.25,3.81,29.41474,77.35,Optoelectronics,S10
415,MoS2,97.1,Thermal Evaporation,Silicon Wafer,1.58,1.64,4.97,91.086315,73.6,Transparent Conductors,S17
416,SiO2,123.4,CVD,PET,2.74,2.05,3.73,4.451655,77.58,Optoelectronics,S19
417,Graphene,98.8,Thermal Evaporation,Quartz,2.74,2.39,3.95,87.70303,90.43,Transparent Conductors,S3
418,Graphene,87.2,ALD,Glass,1.72,1.69,4.3,66.806743,92.25,Optoelectronics,S4
419,ITO,69.6,Thermal Evaporation,PET,2.42,3.48,1.68,83.059488,89.3,Solar Cells,S13
420,Graphene,67.9,Sputtering,PET,1.97,3.7,3.74,79.992669,85.23,Sensors,S22
421,TiO2,110.9,ALD,PET,2.44,3.94,4.6,21.040977,72.14,Optoelectronics,S23
422,SnO2,174.1,CVD,PET,2.22,3.76,1.19,72.564729,73.3,Optoelectronics,S16
423,ZnO,116.8,Spin Coating,Quartz,1.54,3.06,1.84,95.188685,94.35,Optoelectronics,S24
424,SnO2,103.8,Thermal Evaporation,PET,2.56,3.78,3.45,13.065401,77.55,Optoelectronics,S4
425,SnO2,107.0,CVD,Quartz,1.54,1.84,2.51,68.693782,81.0,Solar Cells,S21
426,MoS2,120.0,Spin Coating,Silicon Wafer,2.8,1.84,1.14,50.589057,93.48,Sensors,S14
427,SiO2,175.0,Thermal Evaporation,Glass,2.96,1.16,1.37,86.385741,87.15,Sensors,S14
428,SnO2,76.4,Thermal Evaporation,Glass,2.74,2.56,2.53,33.106112,80.51,Solar Cells,S10
429,ZnO,85.0,Sputtering,Glass,2.8,2.23,3.38,11.877769,83.25,Optoelectronics,S22
430,Graphene,106.7,Sputtering,PET,1.79,1.24,2.36,0.367175,94.12,Sensors,S19
431,SiO2,119.3,ALD,Silicon Wafer,2.94,1.15,1.55,37.578813,80.41,Solar Cells,S16
432,TiO2,169.1,Sputtering,Quartz,1.99,2.7,3.4,38.767294,86.2,Optoelectronics,S25
433,Graphene,152.2,Sputtering,Glass,2.02,1.55,1.56,18.375007,88.22,Sensors,S3
434,TiO2,87.8,Spin Coating,Silicon Wafer,2.28,2.97,2.47,77.59892,81.14,Optoelectronics,S4
435,TiO2,130.4,CVD,PET,1.98,3.67,2.03,33.038115,91.79,Solar Cells,S9
436,ITO,100.1,Spin Coating,Silicon Wafer,2.75,2.46,3.73,9.762281,70.13,Sensors,S10
437,SnO2,106.8,ALD,PET,2.17,1.37,0.73,84.292204,85.63,Sensors,S5
438,SiO2,88.2,Spin Coating,Quartz,1.53,2.31,4.29,23.058169,86.29,Optoelectronics,S17
439,MoS2,54.1,Spin Coating,PET,2.2,3.57,1.1,70.571772,74.22,Optoelectronics,S13
440,SiO2,86.9,Spin Coating,Silicon Wafer,2.78,2.7,0.64,71.080199,78.17,Solar Cells,S3
441,ZnO,92.5,CVD,Glass,2.1,3.97,2.5,39.029225,89.67,Transparent Conductors,S7
442,ZnO,123.0,CVD,Quartz,1.92,2.42,1.12,12.978868,87.71,Sensors,S15
443,TiO2,79.6,Spin Coating,Quartz,1.95,3.99,3.28,95.891303,93.23,Optoelectronics,S16
444,TiO2,36.4,ALD,Silicon Wafer,2.93,1.58,1.16,43.365223,75.27,Sensors,S19
445,SnO2,64.6,Spin Coating,Glass,1.51,2.82,2.98,21.195931,88.27,Sensors,S23
446,Graphene,89.5,Spin Coating,Glass,2.96,2.61,1.0,91.74514,90.87,Solar Cells,S24
447,Graphene,111.2,Thermal Evaporation,Quartz,2.55,2.98,1.08,49.13288,89.62,Optoelectronics,S16
448,SiO2,120.5,CVD,Quartz,1.62,2.76,3.5,48.966914,74.8,Transparent Conductors,S25
449,ITO,106.8,ALD,PET,1.77,3.19,1.27,41.504468,87.35,Transparent Conductors,S11
450,Al2O3,95.0,ALD,Glass,2.16,1.94,4.12,45.298932,77.36,Solar Cells,S12
451,Al2O3,103.7,Spin Coating,PET,2.47,3.27,1.65,21.947142,94.35,Transparent Conductors,S22
452,MoS2,103.8,Sputtering,Glass,2.4,2.55,2.93,65.71469,80.43,Solar Cells,S17
453,SnO2,116.3,CVD,Silicon Wafer,2.22,2.11,1.79,82.988083,84.44,Solar Cells,S1
454,Graphene,148.3,Thermal Evaporation,Glass,2.74,3.94,4.65,39.144989,88.22,Solar Cells,S20
455,Graphene,166.0,Sputtering,Silicon Wafer,2.64,1.51,4.74,88.240727,89.31,Solar Cells,S13
456,ZnO,130.9,Sputtering,Quartz,1.77,3.74,4.98,11.38623,81.85,Solar Cells,S15
457,TiO2,137.4,CVD,PET,1.87,1.78,1.04,83.187736,90.26,Optoelectronics,S13
458,MoS2,84.0,Spin Coating,Silicon Wafer,2.03,3.99,4.21,1.657872,83.32,Transparent Conductors,S2
459,TiO2,111.4,ALD,Glass,2.33,2.76,1.28,22.655979,76.13,Transparent Conductors,S25
460,Al2O3,99.4,Sputtering,PET,2.52,1.15,3.33,2.840234,82.69,Sensors,S20
461,MoS2,145.6,ALD,Silicon Wafer,2.77,3.32,4.89,57.050171,86.94,Transparent Conductors,S16
462,ZnO,97.4,Sputtering,Silicon Wafer,2.25,2.49,2.75,95.135604,74.15,Sensors,S18
463,SiO2,88.4,ALD,Quartz,2.14,1.47,1.67,42.449553,74.26,Optoelectronics,S16
464,Al2O3,129.1,ALD,Glass,1.9,3.0,1.29,34.36583,74.35,Sensors,S15
465,Graphene,79.6,Spin Coating,Silicon Wafer,2.77,1.57,0.54,84.246575,93.88,Sensors,S3
466,SnO2,107.9,CVD,Silicon Wafer,2.97,3.67,0.95,51.360564,83.18,Solar Cells,S5
467,ITO,81.1,CVD,Quartz,2.5,1.64,3.78,66.784477,90.57,Transparent Conductors,S18
468,ITO,120.5,Thermal Evaporation,Silicon Wafer,1.65,1.24,2.64,40.080831,94.65,Transparent Conductors,S4
469,SnO2,122.3,Spin Coating,Glass,2.02,1.58,2.26,60.721739,71.17,Sensors,S20
470,Graphene,148.5,Thermal Evaporation,Quartz,2.44,2.86,0.74,22.485671,81.91,Transparent Conductors,S3
471,ITO,94.0,Spin Coating,Silicon Wafer,2.42,1.55,2.35,95.08908,86.12,Solar Cells,S13
472,SiO2,62.4,ALD,Quartz,2.62,1.45,0.58,5.734208,73.23,Sensors,S4
473,ZnO,111.3,Spin Coating,Quartz,2.32,2.38,3.56,96.704942,75.72,Sensors,S1
474,Graphene,140.5,Sputtering,Silicon Wafer,2.22,2.46,3.9,26.058005,71.39,Solar Cells,S2
475,ITO,83.3,CVD,Glass,2.32,1.02,1.21,97.990853,88.21,Solar Cells,S16
476,SiO2,145.2,CVD,Glass,2.6,3.45,1.08,15.255099,92.31,Sensors,S21
477,MoS2,99.3,CVD,Glass,2.57,2.14,1.05,3.888422,85.99,Sensors,S9
478,MoS2,111.7,Sputtering,Quartz,1.63,2.09,3.03,0.052466,72.1,Solar Cells,S24
479,ITO,95.3,Spin Coating,PET,1.59,1.65,2.79,36.528809,94.87,Transparent Conductors,S10
480,ZnO,80.1,Sputtering,PET,2.02,3.87,1.44,17.354606,72.38,Transparent Conductors,S17
481,ZnO,133.7,Spin Coating,PET,2.03,1.61,4.95,77.864906,87.71,Sensors,S4
482,ITO,73.2,CVD,Quartz,2.93,2.91,1.7,54.965722,84.71,Optoelectronics,S23
483,TiO2,88.1,CVD,Quartz,2.71,3.57,1.91,72.421878,71.27,Transparent Conductors,S15
484,TiO2,166.5,Thermal Evaporation,Quartz,1.98,1.88,3.1,36.353422,82.84,Optoelectronics,S6
485,MoS2,75.1,ALD,PET,2.46,2.24,1.2,52.962382,71.07,Optoelectronics,S17
486,TiO2,80.0,Sputtering,Quartz,2.96,3.08,1.37,86.384171,91.87,Solar Cells,S7
487,MoS2,54.5,Sputtering,Glass,1.53,2.71,0.5,10.01646,73.78,Sensors,S16
488,TiO2,119.3,ALD,Glass,2.88,3.63,3.03,6.260041,76.44,Sensors,S8
489,TiO2,58.5,Thermal Evaporation,PET,2.02,3.25,3.78,32.683833,90.6,Sensors,S10
490,SiO2,170.8,ALD,PET,2.83,1.72,4.8,3.495651,72.15,Sensors,S15
491,Al2O3,109.4,CVD,PET,1.99,3.91,1.9,23.803045,89.42,Sensors,S10
492,SiO2,58.8,Spin Coating,Glass,2.67,3.32,1.25,1.791894,85.56,Solar Cells,S11
493,SiO2,81.3,Spin Coating,PET,1.64,1.51,2.49,38.024362,72.96,Solar Cells,S11
494,SnO2,38.2,Sputtering,PET,2.39,1.46,3.24,20.826429,78.93,Optoelectronics,S22
495,SiO2,63.8,ALD,Quartz,2.13,2.13,3.9,91.682898,85.36,Transparent Conductors,S14
496,Al2O3,64.8,ALD,Silicon Wafer,2.19,3.4,3.8,57.587685,87.04,Solar Cells,S5
497,TiO2,78.9,Sputtering,PET,2.2,1.13,4.48,3.31544,77.66,Transparent Conductors,S4
498,ZnO,66.1,Thermal Evaporation,Glass,2.86,2.7,2.69,26.825863,87.63,Sensors,S20
499,Al2O3,133.7,ALD,PET,1.55,2.92,3.69,95.194855,90.91,Sensors,S10
500,SnO2,80.8,Sputtering,Quartz,2.54,3.97,1.75,33.357359,88.49,Sensors,S17
501,TiO2,107.5,ALD,PET,2.67,2.54,4.87,84.166906,91.55,Sensors,S11
502,TiO2,97.6,CVD,Silicon Wafer,1.81,1.33,2.48,31.769188,78.88,Sensors,S23
503,MoS2,75.2,CVD,Quartz,1.67,3.41,2.64,76.24606,94.4,Solar Cells,S9
504,MoS2,104.5,Thermal Evaporation,PET,2.79,2.28,0.56,34.477563,94.14,Sensors,S1
505,Al2O3,92.8,Thermal Evaporation,Silicon Wafer,2.26,3.92,0.78,48.961002,81.25,Solar Cells,S25
506,SnO2,72.9,Sputtering,Quartz,2.35,3.33,2.07,35.372149,76.56,Optoelectronics,S15
507,SnO2,102.2,ALD,Silicon Wafer,1.8,1.8,2.93,7.73881,91.32,Optoelectronics,S23
508,SnO2,91.8,Thermal Evaporation,Quartz,2.87,1.25,1.17,33.017053,94.74,Transparent Conductors,S23
509,MoS2,124.6,CVD,Quartz,2.57,1.56,3.06,43.186979,71.05,Solar Cells,S22
510,ITO,129.7,ALD,PET,2.59,2.83,1.1,15.232394,83.14,Solar Cells,S23
511,Al2O3,117.7,ALD,Silicon Wafer,1.89,3.21,3.24,16.728004,81.54,Sensors,S17
512,ITO,103.7,ALD,Quartz,2.59,3.6,2.41,97.208252,90.41,Solar Cells,S6
513,ZnO,108.7,Sputtering,Glass,1.88,3.5,4.23,86.452414,72.93,Optoelectronics,S12
514,TiO2,95.3,Thermal Evaporation,PET,2.24,2.05,1.69,65.835259,92.52,Sensors,S2
515,ITO,108.0,CVD,Glass,2.26,2.29,4.09,73.192374,80.68,Transparent Conductors,S12
